Word;lexema;Tristeza;Miedo;Alegria;Ira;Asco
ábaco;;1,2;1,2;1,45;1,29;1
abad;;1,35;1,56;1,71;1,24;2,23
abadesa;;1,64;1,4;1,36;1,69;1,33
capitalino		1,61	1,57	1,53	1,33	1,75
capitalismo		2,45	2,45	1,3	3,2	2,42
capitalista		2,45	2,35	1,3	3,2	2,21
capitalización		2,9	1,79	1,25	2,5	2,05
capitán		1,23	1,3	2,1	1,2	1,03
capitana		1,2	1,55	2,7	1,55	1,25
capitel		1,12	1,42	1,5	1,09	1,36
capitulación		1,45	1,21	1,75	1,72	1,53
capitular		1,3	1,25	1,84	1,32	1,05
capítulo		1,25	1,25	3	1,15	1,1
capoeira		1	1,21	2,21	1,42	1,26
capón		2,06	1,74	1,11	2,1	1,93
capote		1,56	1,19	1,6	1,95	1,58
capricho		1,27	1,1	3,17	1,6	1,33
caprichoso		2,07	1,31	1,38	2,47	2,13
caprino		1,18	1,08	1,75	1,36	1,5
cápsula		1,45	1,3	1,5	1,15	1,45
captación		1,6	2,2	1,9	1,75	1,65
captar		1,2	1,6	2,1	1,3	1,2
captura		2,55	2,05	1,5	2,1	1,8
capturar		1,9	2,25	2,5	2,05	1,8
capucha		1,45	1,4	1,9	1,05	1,3
capullo		2,2	1,95	1,8	2,9	3,1
caqui		1,15	1	2,15	1,17	1,55
cara		1,83	1,87	3,03	1,83	1,77
carabela		1,33	1,76	1,95	1,19	1,47
carabina		1,5	1,5	1,81	1,59	1,55
caracol		1,17	1,2	1,83	1,2	2,6
carácter		1,2	1,55	2,55	2,45	1,37
característica		1	1,05	2,1	1,35	1,2
característico		1,1	1,1	1,9	1,1	1,05
caracterización		1,25	1,3	2,2	1,4	1,3
caracterizar		1	1,11	2,4	1,25	1,25
carajo		1,4	1,12	1,53	2,4	1,8
caramba		1,26	1,26	2,25	1,15	1,21
caramelo		1,07	1,07	3,5	1,03	1,2
carátula		1,05	1,05	2,35	1,15	1
caravana		1,25	1,45	2,35	1,65	1,55
carbón		1,5	1,5	1,5	1,65	1,55
carbonato		1,2	1,7	1,55	1,58	1,7
carbono		1,25	1,65	1,7	1,37	1,5
carburante		1,25	1,45	1,5	1	1,9
carcajada		1	1,07	4,87	1	1
carcasa		1	1,1	1,3	1,15	1,2
cárcel		3,47	3,47	1,13	2,6	2,1
carcelero		2,57	2,93	1,13	2,2	1,9
cardenal		1,9	1,63	1,17	2,23	2,27
cardiaco		2,1	2,5	1,45	1,9	1,35
cardíaco		2,25	2,75	1,5	1,85	1,65
cardiovascular		1,6	2,25	1,4	1,4	1,7
cardiovasculares		1,45	2,15	1,5	1,35	1,65
cardo		1,95	1,68	1,39	1,72	2,65
carecer		2,65	2,45	1,25	2	1,6
carencia		3,2	2,85	1,1	2,05	1,95
carente		2,2	1,95	1,2	2,1	1,56
carga		2,67	2,17	1,07	2,07	1,73
cargador		1,1	1,5	2,8	1,3	1,1
cargamento		1,55	1,75	1,4	1,5	1,55
cargar		1,8	1,3	1,85	1,45	1,6
cargo		1,4	2,05	1,9	1,89	1,79
carguero		1,53	1,45	1,33	1,38	1,8
caribe		1,1	1,11	4	1,05	1
caribeña		1,1	1,05	3,25	1,05	1
caribeño		1	1,1	3,8	1,1	1,2
caricatura		1,4	1,25	3,1	1,5	1
caricia		1,4	1,23	4,53	1,2	1,1
caridad		2,23	1,27	3,33	1,37	1,2
caries		2,75	2,5	1,2	2,7	3,26
cariño		1,5	1,9	4,13	1,33	1,17
cariñoso		1,1	1,07	4,57	1,03	1,07
carioca		1,06	1	2,56	1,16	1,29
carisma		1,1	1,2	3,21	1,15	1,3
carismático		1,17	1,28	3,62	1,34	1,31
carlista		1,8	1,44	1,24	1,9	2,17
carmín		1,27	1,1	2,47	1,1	1,27
carnal		1,35	1,35	3,05	1,5	1,85
carnaval		1	1,1	4,35	1,35	1,35
carne		1,2	1,35	2,85	1,45	1,6
carné		1,3	1,32	2,85	1	1,28
carnero		1,55	1,8	1,65	1,37	1,8
carnet		1,05	1,15	3	1,2	1,05
carnicería		2,27	1,8	1,3	1,93	2,97
carnicero		1,1	1,33	1,4	1	1,4
carpa		1,2	1,05	2,05	1,35	1,6
carpeta		1,07	1,07	1,23	1,07	1,07
carpintería		1	1,05	2,2	1,15	1,05
carpintero		1,23	1,07	1,83	1,07	1
carrera		1,3	1,75	2,3	1,75	1,05
carreras		1,25	1,15	2,55	1,65	1,05
carreta		1,05	1,16	2,2	1,05	1,11
carretera		1,3	1,87	2	1,2	1,13
carretero		1,11	1,05	1,5	1,26	1,4
carretilla		1,25	1,15	1,6	1,35	1,25
carretillo		1,05	1,2	1,45	1	1,2
carricoche		1,05	1,14	2,45	1,26	1,21
carril		1,05	1,6	1,3	1,25	1,2
carrito		1,2	1,05	2	1,2	1,25
carro		1,27	1,23	1,33	1,17	1,2
carrocería		1,1	1,25	2	1,5	1,2
carromato		1,05	1,21	1,61	1,35	1,12
carroña		1,41	1,45	1,17	1,45	3,48
carroza		1,35	1,35	2,75	1,2	1,3
carruaje		1,15	1,05	2,15	1,15	1,25
carta		1,97	1,67	2,57	1,37	1,1
cartel		1,13	1,2	1,63	1,17	1,27
cartera		1,43	1,5	2,23	1,23	1,2
carterista		2,63	3,17	1,1	3,3	2,63
cartero		1,05	1	2,2	1,2	1,05
cartesiano		1,5	1,38	1,21	1,33	1,46
cartílagos		1,25	1,4	1,4	1,3	2,75
cartilla		1,5	1,5	2,15	1,35	1,15
cartografía		1,16	1,11	1,7	1,33	1,24
cartón		1,4	1,2	1,45	1,1	1,35
cartucho		1,25	1,9	1,85	1,7	1,5
casa		1,33	1,23	3,77	1,23	1,17
casaca		1,44	1,5	1,5	1,31	1,19
casación		1,47	1,5	2,27	1,15	1,45
casamiento		1,45	1,9	2,6	1,85	1,65
casar		1,65	1,5	3,5	1,3	1,55
cascada		1,07	1,53	3,27	1,03	1,03
cáscara		1,15	1,1	1,5	1,2	1,85
casco		1,17	1,8	1,8	1,27	1,07
casera		1,1	1	2,65	1,3	1,15
caserío		1,21	1,05	2,75	1	1,4
caserón		1,35	1,6	2,35	1,4	1,39
caseta		1,17	1,23	1,9	1	1,03
casete		1,3	1,05	2,6	1,15	1
casi		1,95	1,7	1,8	2,35	1,5
casilla		1,3	1,2	1,55	1,35	1,25
casino		1,63	1,87	2,63	1,67	1,3
casita		1,1	1,17	2,9	1,1	1,1
caso		1,55	1,35	2,15	1,25	1,25
casona		1,33	1,2	2,8	1,13	1,16
cassette		1,75	1,05	3,05	1,25	1
casta		1,41	1,45	1,26	2,8	2,25
castaño		1,1	1,1	2,2	1,15	1,2
castañuelas		1	1	2,9	1,35	1,15
castellana		1,25	1	2,4	1,05	1,21
castellano		1	1	3	1,1	1,05
castidad		2,63	2,23	1,27	1,87	1,93
castigar		3,27	3,33	1,07	3,47	2,3
castigo		3,83	3,83	1,03	3,87	2,47
castilla		1,05	1,05	2	1,18	1,15
castillo		1,2	1,57	2,47	1,27	1
casto		2,1	1,88	1,37	1,69	1,84
castración		3,35	3,65	1,21	2,7	3,15
castrense		1,5	1,77	1,71	1,93	1,42
casual		1,1	1,05	2,8	1,05	1
casualidad		1,4	2,03	3,5	1,27	1,23
cata		1,25	1,05	2,45	1,15	1,26
cataclismo		3,4	3,61	1,11	2,76	1,88
catacumbas		2,3	2,56	1,63	1,74	2,5
catalán		1,45	1,05	2,4	1,4	1,25
catalana		1,25	1,15	2,45	1,25	1,25
catalizador		1,47	1,47	1,68	1,67	1,35
catalogación		1,5	1,37	1,9	1,9	1,3
catalogar		1,75	1,6	1,8	1,8	1,6
catálogo		1,17	1,07	2,03	1,13	1,1
catamarán		1,06	1,81	2	1,24	1,19
catana		2,1	2,84	1,3	2,26	1,76
catapulta		2,15	2,65	1,45	2,25	1,6
catarata		1,37	1,65	3	1,65	1,75
catarro		2,45	1,9	1,05	2,6	2,53
catástrofe		4,73	4,6	1	3,07	1,9
catastrófica		4,1	4,2	1,2	3,15	2,45
catecismo		1,61	1,67	1,76	2,05	2,88
cátedra		1,05	1,1	2,6	1,6	1,53
catedral		1,1	1,45	2,1	1,25	1,65
catedrático		1,1	1,42	2,35	1,42	1,25
categoría		1,15	1,25	1,5	1,2	1,3
categórico		1,3	1,63	1,42	1,5	1,58
catequista		1,95	1,5	1,26	2,4	2,45
cateto		1,7	1,13	1,27	1,63	1,37
católica		1,7	1,8	1,5	1,85	2,55
catolicismo		2,6	2,05	1,7	1,45	2,8
católico		1,8	1,55	1,75	1,55	1,95
catre		1,38	1,07	1,88	1,2	1,71
cauce		1,21	1,45	1,89	1,37	1,06
caucho		1,15	1	1,26	1,15	1,25
caudal		1,52	1,7	1,89	1,15	1,19
caudaloso		1,1	1,85	2,32	1,2	1,1
caudillo		2,58	2,5	1,22	3,42	3,3
causa		1,7	1,45	2,1	1,6	1,15
causal		1,25	1,35	1,9	1,45	1,25
causalidad		1,2	1,35	2,79	1,16	1,4
causante		2,35	1,95	1,45	2,7	1,45
causar		1,55	1,35	1,75	1,95	1,2
cautela		1,35	1,8	2,25	1,2	1,15
cautelar		1,55	1,8	1,17	1,33	1,55
cauteloso		1,3	1,3	2,05	1,25	1,45
cautivar		1,6	1,79	2,95	1,65	1,3
cautiverio		3,8	3,17	1,16	2,4	3,11
cautividad		3,8	2,3	1,45	2,75	2,85
cautivo		2,65	2,85	1,21	2,5	2,3
cauto		1,28	1,86	1,72	1,1	1,07
cava		1,1	1,05	2,45	1,25	1,6
cavar		1,4	1,55	1,35	1,4	1,55
caverna		1,3	2,25	2,2	1,15	1,8
cavidad		1,11	1,74	1,65	1,11	1,85
cayena		1,08	1,2	1,56	1,43	1,75
caza		3,45	2,45	1,25	3,5	3,2
cazador		2,83	2,57	1,23	3,2	2,53
cazadora		1,93	1,8	1,87	2,23	2,1
cazar		3,5	2,47	1,23	2,9	3,1
cazo		1,16	1,25	1,4	1,1	1,5
cazón		1,19	1,07	1,33	1,41	1,4
cazuela		1,05	1	1,95	1,05	1,3
cebada		1,15	1,2	1,89	1,4	2,05
cebo		1,95	1,53	1,65	1,8	2,25
cebolla		1,33	1,07	1,63	1,27	1,73
cebolleta		1,25	1	1,5	1,65	2,1
cebra		1,13	1,47	2,97	1,03	1,1
ceda		1,37	1,45	1,63	1,31	1,33
ceder		1,68	1,85	2	1,95	1,85
cedro		1,22	1,21	1,5	1,27	1,19
cédula		1,44	1,46	1,38	1,1	1,64
cefalea		2,74	2,41	1,04	2,52	1,85
ceguera		4,13	4,17	1	2,53	1,38
cejas		1,35	1,05	1,9	1,2	1,25
celador		2	2,1	1,25	1,6	1,6
celadora		2,05	1,95	1,4	1,6	1,55
celda		3,84	4	1,23	3,32	3,19
celebración		1,33	1,43	4,73	1,17	1,13
celebrar		1,4	1,4	4,47	1,1	1,1
célebre		1,2	1,4	3	1,3	1,15
celebridad		1,7	1,05	3,45	1,5	1,75
celeridad		1,5	1,69	1,81	1,38	1,65
celeste		1,1	1	3,4	1	1
celibato		2,19	1,77	1,29	2,06	2,53
celo		1,87	1,8	1,4	1,9	1,9
celos		3,13	3,2	1,27	3,3	2,07
celoso		2,7	2,45	1,25	3,65	3,3
célula		1,07	1,1	1,5	1,07	1,1
celular		1,4	1,3	2,65	1,3	1,3
celulitis		2,2	1,97	1,03	1,97	3,1
celuloide		1,26	1,33	1,42	1,25	1,8
celulosa		1,2	1,3	1,9	1,35	1,55
cementerio		4,23	3,07	1,13	1,63	1,33
cemento		1,5	1,3	1,2	1,47	1,43
cena		1,3	1,33	3,43	1,17	1,17
cenar		1,15	1,05	3,85	1,05	1,15
cencerro		1,2	1,3	2,32	1,42	1,26
cenicero		1,87	1,57	1,3	1,6	3,3
ceniza		2,57	1,8	1,27	1,73	2,1
censo		1,32	1,35	1,74	1,29	1,37
censura		3,15	2,45	1,15	3,25	3,55
censurar		2,6	2,05	1,35	3,15	3
centavo		1,2	1,05	2,11	1,35	1,3
centenar		1,47	1,15	2,3	1,05	1,35
centenares		1,2	1,35	1,89	1,1	1,1
centenario		1,4	1,4	2,11	1	1
centenas		1,05	1,5	1,55	1,25	1,15
centeno		1,17	1,16	1,83	1,05	1,45
centésima		1,3	1,3	1,55	1,6	1,25
centímetro		1	1	1	1	1
céntimos		1,7	1,1	2	1,25	1,6
centinela		1,47	1,5	1,36	1,81	1,31
central		1,05	1	1,8	1,1	1,25
centralismo		1,74	1,89	1,37	2	2,37
centralista		1,32	1,55	1,6	2,11	1,53
centralización		1,37	1,4	1,55	2	1,65
centrar		1,25	1,15	2,35	1,35	1,11
céntrica		1,2	1,05	1,79	1,3	1,25
centrista		1,22	1,13	1,35	1,74	1,85
centro		1,05	1,1	2,2	1,25	1,1
centroamericano		1,2	1,35	2,5	1,35	1,15
centrocampista		1,05	1	1,4	1,32	1,3
centuria		1,28	1,44	1,39	1,44	1,11
ceñir		1,4	1,2	1,9	1,35	1,7
ceño		1,29	1,53	1,53	1,75	1,87
cepa		1,38	1,53	1,33	1,56	2,31
cepillo		1,1	1,07	1,33	1,03	1,73
cera		1	1,1	1,8	1,25	1,9
cerámica		1,25	1,1	1,65	1,1	1,25
cerca		1,35	1,25	3,05	1,1	1,25
cercanía		1,1	1,2	3,35	1,1	1,4
cercano		1,15	1,3	3,15	1,1	1,05
cerciorar		1,17	1,67	2,24	1,41	1,43
cerco		1,74	1,95	1,2	1,37	1,25
cerda		2,05	1,37	1,3	2,35	3
cerdo		1,37	1,37	1,57	1,1	2,47
cereal		1	1	2,75	1	1
cerebelo		1,3	1,15	2,1	1	1,65
cerebral		1,7	2,35	2,35	1,35	1,65
cerebro		1,4	1,35	2,6	1,05	1,75
ceremonia		1,8	1,7	2,65	1,45	1,2
ceremonial		1,35	1,25	2,4	1,45	1,6
cerezas		1,2	1	2,95	1,15	1,2
cerezo		1,05	1	2,6	1,05	1
cerilla		1,13	2	1,47	1,2	1,07
cernícalo		1,29	1,77	1,82	1,5	1,67
cero		2,25	1,7	1,3	2,2	1,4
cerrada		2,3	2,2	1,1	1,55	1,5
cerrado		2,3	1,9	1,1	2,65	1,55
cerradura		1,8	1,6	1,5	1,7	1,5
cerrajero		1,25	1,3	1,55	1,4	1,15
cerrar		1,75	1,45	1,53	1,7	1,05
cerro		1,22	1,75	2,19	1,24	1,45
cerrojo		1,6	1,6	1,4	1,3	1,1
certamen		1	1,85	2,45	1,45	1,65
certero		1,32	1,25	3,18	1,16	1,11
certeza		1,47	1,8	3,1	1,33	1,17
certidumbre		1,11	1,68	1,89	1,75	1,3
certificación		1,35	1,42	2,55	1,15	1,42
certificado		1,25	1,15	2,5	1,1	1,2
certificar		1,05	1,15	2,1	1,05	1,15
cerveza		1,27	1,3	3,33	1,37	1,9
cervical		1,4	1,45	1,25	1,4	1,45
cesar		1,35	1,42	1,6	1,4	1,3
césar		1,35	1,1	1,63	1,45	1,75
cese		1,95	2	1,42	1,72	1,65
cesión		1,82	1,63	1,68	1,75	1,35
césped		1,2	1,03	3,2	1,03	1,3
cesta		1,1	1,1	2	1,07	1,07
cesto		1,25	1,25	1,79	1	1,05
cetro		1,37	1,33	1,71	1,63	2
chabola		3,15	2,15	1,05	2,3	2,63
chacal		1,26	2,43	1,65	1,39	1,35
chachachá		1	1,05	3,15	1,53	1,05
chakra		1,06	1,19	2,53	1,31	1,18
chal		1,06	1	2,29	1	1,17
chalé		1,22	1,21	2,84	1,37	1,05
chaleco		1,07	1,27	1,5	1,07	1,03
chalet		1,37	1,67	3,57	1,3	1,43
chamán		1	1,67	1,89	1,16	1,67
champán		1,13	1,27	3,23	1,2	1,83
champiñón		1,1	1,13	1,9	1,07	1,53
chancla		1	1	2,35	1,25	1,4
chancleta		1,15	1,1	2,35	1,2	1,4
chándal		1,23	1,07	2,37	1,2	1,4
chantaje		2,79	2,79	1,07	3,93	3
chantajear		3,15	2,75	1,4	3,8	3,58
chantajista		2,73	3,33	1,3	4	3,4
chapa		1,35	1	1,8	1,25	1,45
chapas		1,15	1,3	2,3	1,35	1,3
chaqueta		1,1	1,03	1,9	1	1,03
chaquetero		2,23	1,6	1,2	2,87	2,6
chaquetón		1,1	1	2,2	1,4	1,05
charca		1,48	1,69	2,41	1,17	2,03
charco		1,55	1,15	2,3	1,15	2
charcutero		1,1	1,3	2,05	1,45	2,6
charla		1,15	1,3	2,4	1,3	1,1
charlar		1,13	1,3	3,73	1,13	1
charlestón		1,29	1,21	2,32	1,11	1,06
chasco		2,55	1,85	1,42	2,25	2,1
chat		1,1	1,55	2,85	1,25	1,25
chatarra		2,05	1,25	1,15	1,6	2,65
chaval		1,3	1,15	2,21	1,65	1,2
checo		1,06	1,15	1,92	1,18	1,05
chelo		1,05	1,05	2,72	1,1	1,44
cheque		1,17	1,03	3,33	1,1	1,2
chequeo		1,85	1,85	1,4	1,5	1,35
chica		1,34	1,34	2,97	1,28	1,24
chicha		1,56	1,5	1,75	1,58	2,16
chicharra		1,15	1,89	1,71	2,28	2,88
chicharro		1,38	1,32	1,86	1,67	1,81
chico		1,17	1,2	2,8	1,27	1,13
chiflado		1,97	2,47	1,5	1,33	1,2
chile		1	1,35	1,89	1,3	1,35
chilenas		1	1	1,55	1,25	1,05
chileno		1	1,05	2,1	1,3	1,4
chillido		1,93	3,33	1,87	2,8	1,67
chimenea		1,67	1,87	3,03	1,17	1,3
chimpancé		1,63	2,1	3,27	1,1	1,43
china		1,47	1,5	2,07	1,43	1,2
chinche		1,17	2,24	1,07	1,62	3,41
chincheta		1,23	1,97	1,2	1,6	1,27
chino		1,25	1,1	1,8	1,2	1,45
chip		1,15	1,55	1,7	1,2	1,2
chipriota		1,29	1,17	1,77	1,15	1,08
chiquilla		1,2	1,1	2,6	1,25	1,2
chiquillo		1,05	1	3,2	1,45	1,1
chiquito		1,65	1,2	2,2	1,35	1,05
chirimoya		1	1,12	2,05	1	1,78
chispa		1,1	2,3	3,25	1,55	1,4
chispear		1,35	1,26	2,3	1,85	1,45
chiste		1,2	1,2	4,07	1,1	1,2
chistes		1,2	1,05	4	1,35	1,25
chistoso		1,23	1,07	4,03	1,23	1,23
chivato		2	1,9	1,27	3,3	2,8
chivo		1,47	1,44	1,21	1,6	1,61
choca		1,55	2,15	1,75	2,15	1,5
chocante		1,65	1,75	1,47	2,2	1,45
chocar		1,95	3,15	1,55	2,45	1,65
chocolate		1,47	1,37	4,17	1,3	1,23
chófer		1,25	1,3	2	1,1	1,25
chófer		1,23	1,2	2,27	1,2	1,07
choque		3,13	3,6	1,17	2,53	1,73
chorizo		1,1	1,1	2,3	1,17	1,67
chorro		1,05	1,2	1,95	1,15	1,7
choza		1,95	1,4	1,7	1,75	2,35
chubasco		2,15	1,75	2	2,16	1,5
chubasquero		1,35	1	2,2	1,25	1,26
chuchería		1,03	1	3,8	1,03	1,1
chulo		1,76	1,52	2,17	2,62	2,62
chupar		1,2	1,2	2,6	1,3	3,05
chupito		1,05	1,3	3,5	1,05	1,85
chusma		2,55	2,55	1,1	3,05	3,3
cían		1,06	1	2,56	1	1
cianuro		2,22	2,85	1,2	1,89	2,4
ciberespacio		1,5	2,2	1,65	1,4	1,4
cibernética		1,35	1,78	2,05	1,79	1,15
cicatriz		2,5	2,18	1,25	2,21	2,5
cíclico		2,05	1,47	2,25	1,42	1,4
ciclismo		1,15	1,3	2,35	1,2	1,05
ciclista		1,05	1,3	2,2	1,15	1,05
ciclo		1,57	1,3	2	1,2	1,1
ciclomotor		1,3	1,8	1,85	1,3	1,1
ciclón		2,73	3,93	1,07	1,83	1,37
ciego		3,63	2,07	1,1	1,6	1,1
cielo		1,93	1,97	4,07	1,03	1
ciempiés		1,07	1,8	1,47	1,27	3,23
cien		1,1	1,05	2	1,1	1,1
ciencia		1,1	1,35	3,1	1,1	1,3
cieno		1,57	2,21	1,36	1,57	3,71
científica		1,2	1,83	2,53	1,3	1,33
científico		1,37	1,27	3,4	1,37	1,2
ciento		1,3	1,26	1,8	1,2	1,05
cierne		1,38	1,47	1,44	1,64	1,2
cierre		2,5	1,75	1,25	1,6	1,15
cierta		1,11	1,1	2,6	1,1	1,05
cierto		1,15	1,3	2,75	1,05	1,1
ciervo		1,2	1,83	2,67	1,1	1,17
cifra		1,35	1,2	1,65	1,4	1,3
cifrado		1,37	1,67	1,37	1,56	1,19
cifrar		1,55	1,3	1,4	1,35	1,05
cigÃ¼eña		1,17	1,47	2,83	1,1	1,33
cigarra		1,17	1,35	1,74	1,84	2,84
cigarrillo		2,83	2,77	1,83	2,6	3,53
cigarro		2,1	2,1	2	2,2	2,95
cilíndrico		1,25	1,37	1,55	1	1,15
cilindro		1,1	1,1	1,9	1,15	1,21
cima		1,4	1,5	3,65	1,25	1,1
cimiento		1,3	1,25	1,65	1,4	1,35
cinc		1,11	1,15	1,41	1,28	1,61
cincel		1,14	1,19	1,56	1,06	1,2
cinco		1,6	1	1,85	1,15	1
cincuenta		1,45	1,25	1,9	1,5	1,1
cine		2,2	2,17	4,53	1,87	1,47
cineasta		1,26	1	3,5	1,15	1,1
cinematografía		1	1,05	2,35	1,3	1,05
cinematógrafo		1,6	1,05	3,8	1,1	1,1
cinética		1,25	1,2	1,89	1,47	1,1
cínico		2,58	1,72	1,25	3,2	2,32
cinismo		2,89	1,95	1,47	3,68	2,45
cinta		1,45	1,25	2,1	1,05	1,05
cinto		1,36	1,24	1,53	1,27	1,47
cintura		1,15	1,3	2,75	1,05	1,15
cinturón		1,4	1,9	1,8	2,07	1,53
ciprés		1,3	1,17	2,53	1	1,16
circo		1,93	1,4	3,2	1,23	1,6
circonita		1,13	1	2,35	1,07	1,47
circuito		1,1	1,15	2,16	1,15	1,1
circulación		1,2	1,47	1,47	1,33	1,47
circulante		1,25	1,45	1,63	1,4	1,11
circular		1,2	1,35	1,65	1,15	1,1
circulatorio		1,25	1,7	1,75	1,1	1,35
círculo		1,3	1,3	1,63	1,3	1,27
circundante		1,17	1,11	1,56	1	1,35
circundar		1,82	1,35	1,44	2,37	2,75
circunferencia		1	1,05	1,7	1,05	1
circunscripción		1,06	1,11	1,31	1,76	1,72
circunstancia		1,9	1,7	1,95	1,95	1,21
circunvalación		1,58	1,56	1,55	1,61	1,67
cirrosis		3,47	3,17	1,06	2,65	3,8
ciruela		1,1	1,05	2,5	1,15	1,35
ciruelo		1,05	1,15	2,3	1	1,5
cirugía		2,07	3,93	1,43	1,27	2,2
cirujano		1,77	3,03	2,1	1,33	1,9
cisne		1,23	1,37	3,03	1,1	1,03
cisterna		1,25	1,35	1,3	1,53	2,1
cistitis		2,76	3,32	1,31	2,84	3,63
cita		1,37	2,3	3,3	1,4	1,23
citación		1,75	2,2	1,9	1,32	1,3
citar		1,1	1,5	2,35	1,25	1,25
citoplasma		1	1,05	1,53	1	1,75
ciudad		1,63	1,7	2,5	1,57	1,43
ciudadana		1,25	1,25	2,55	1,15	1,1
ciudadanía		1,65	1,85	2,55	1,5	1,2
ciudadano		1,45	1,15	2,25	1,3	1,15
ciudadela		1,24	1,12	2,06	1,29	1,33
cívica		1,6	1,11	2	1,45	1,35
civil		1,45	1,5	1,55	1,55	1,3
civilización		1,53	1,6	2,77	1,6	1,63
clamar		1,11	1,78	1,89	1,71	1,25
clamor		1,31	1,43	2,17	1,88	1,28
clan		1,65	1,84	1,9	1,85	1,5
clandestina		2	2,17	2,35	2,1	1,45
clandestinidad		2,8	2,9	1,4	2	2,55
claqué		1,2	1	2	1,35	1,25
clara		1	1,05	2,65	1,15	1,1
claridad		1,17	1,13	3,67	1,1	1,1
clarificación		1,1	1,3	2,4	1,21	1,11
clarificar		1,15	1,1	2,4	1,2	1,15
clarín		1,17	1	1,81	1,22	1
clarinete		1,2	1	2,8	1,05	1,2
clarividencia		1,47	1,61	2,25	1,41	1,5
claro		1	1,05	2,45	1,1	1,05
clase		1,2	1,43	2,7	1,13	1,13
clásica		1,2	1,15	2,7	1,1	1,2
clasicismo		2,1	2	1,65	1,95	1,75
clásico		1,55	1,4	2,05	1,3	1,4
clasificación		1,7	1,5	2,1	1,45	1,35
clasificar		1,55	1,35	1,75	1,65	1,3
clasificatoria		1,35	1,15	1,7	1,65	1,6
claustro		1,45	2	1,4	1,95	1,55
cláusula		1,68	1,6	1,5	2,1	1,84
clausura		2,45	3,05	1,2	2,25	1,95
clausurar		2,45	1,8	1,25	2,3	1,9
clavar		2,05	2,35	1,55	2,05	2,15
clave		1,2	1,35	2,3	1,15	1,15
clavel		1,33	1,07	3,37	1,1	1,07
claves		1,1	1,1	1,65	1,5	1,1
clavícula		1,1	1,5	1,85	1,4	1,65
clavo		1,3	2,05	1,35	1,4	1,6
clemencia		2,5	1,65	2,11	1,9	1,53
clemente		1,68	1,45	2,22	1,21	1,61
clerecía		1,67	1,46	1,15	1,43	2,6
clerical		1,95	1,58	1,05	2,78	3,12
clérigo		1,95	1,74	1,3	2,05	2,05
clero		1,95	1,72	1,2	2,31	2,05
clic		1,2	1	2,16	1,3	1,3
cliente		1,07	1,37	3,33	1,33	1,13
clientela		1,05	1,1	3,25	1,4	1,35
clima		2	1,93	2,53	1,7	1,63
climático		2,1	1,95	1,7	1,8	1,1
clínica		2,26	1,8	1,8	1,45	1,8
clip		1	1,1	2,37	1	1
clonación		1,65	1,9	1,7	1,75	1,5
cloro		1,25	1,05	1,53	1,45	2,1
cloruro		1,6	1,95	1,45	1,25	1,5
club		1,15	1,35	2,65	1,5	1,35
coacción		3,33	3,47	1,2	3,8	3,07
coaccionar		2,89	3,61	1,07	3,7	3,14
coagulación		1,6	2,45	1,32	1,45	2,28
coalición		1,94	2,05	1,72	2	1,63
coartada		1,94	2,11	1,7	2,16	1,65
coautor		1,13	1,32	2,21	1,29	1,21
cobalto		1,2	1,11	2	1,21	1,32
cobarde		2,73	2	1,1	2,4	1,93
cobardía		2,9	2,3	1,1	3,2	2,45
cobaya		1,35	1,15	2,8	1,15	1,7
cobertizo		1,3	1,75	1,7	1,35	1,61
cobertura		1,11	1,25	2,5	2,05	1,4
cobijo		1,45	1,25	3,35	1,25	1,05
cobra		1,2	3,4	1,45	1,8	2,75
cobrar		1,28	1,24	4,07	1,21	1,17
cobre		1,4	1,1	1,5	1,21	1,7
cobro		1,55	1,65	3,11	1,6	1,15
cocaína		3	3,5	1,03	2,7	3,7
cocción		1,15	1,42	1,74	1,47	1,25
cocer		1,31	1,34	1,38	1,21	1,41
coche		1,23	1,83	2,87	1,4	1,17
cochecito		1,25	1,1	2,7	1,05	1,1
cochera		1,1	1,25	1,68	1,1	1,32
cochero		1,15	1,05	2,05	1,11	1,11
cochinilla		1,21	1,18	1,61	1,07	2,21
cocido		1,25	1,25	2,4	1,2	1,9
cociente		1,05	1,22	1,9	1,3	1,11
cocina		1,03	1,23	2,3	1,07	1,17
cocinar		1,35	1,2	2,6	1,5	1,35
cocinera		1,15	1,05	2,9	1,1	1,1
cocinero		1,17	1,13	2,67	1,1	1,13
cocinilla		1,21	1,2	2,1	1,2	1,3
cocinita		1,2	1,1	2,8	1,05	1,37
coco		1,2	1,23	3,03	1,23	1,7
cocodrilo		1,13	3,8	1,33	1,4	1,8
cocotero		1,15	1,05	3	1,05	1,05
cóctel		1,25	1,05	3,42	1,1	1,15
códice		1,13	1	1,4	1,3	1,07
codicia		2,8	1,93	1,07	3,2	2,93
codicioso		2,6	1,97	1,3	2,77	2,57
codificación		1,05	1,26	1,9	1,3	1,7
codificar		1,2	1,6	1,53	1,8	1,15
código		1,4	1,67	1,5	1,53	1,23
codo		1,3	1,3	1,33	1,37	1,27
codorniz		1,05	1	2,25	1,2	1,4
coeficiente		1,45	1,3	1,9	1,2	1,25
coerción		3,15	2,38	1,23	2,13	2,33
coexistencia		1,4	1,9	2,5	1,2	1,2
coexistir		1,21	1,25	2,55	1,15	1,25
cofinanciación		1,78	2,13	1,63	1,47	1,7
